first_name,gender,birth_date,age,city,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,education_history,work_history,edu_value
مدحت,Female,1973-05-14,51,Ghardaïa,Irrigation Technology,Agriculture,Mid,23,Doctorat,Contract,CDD,"Negotiation, Arabic/French Bilingual, Team Leadership, Critical Thinking, Project Management, Strategic Planning, Adaptability, Time Management, Presentation Skills, Problem Solving, Microsoft Office, Teamwork","{'English': 'Fluent', 'German': 'Basic'}","[{'degree': 'Doctorat', 'institution': 'University of Bejaia', 'field_of_study': 'monteur en réseaux de distribution électrique', 'start_year': 1997, 'end_year': 2002, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Guilbert High School', 'field_study': 'Technical', 'start_year': 1989, 'end_year': 1992, 'grade': 'Very Good'}]","[{'company': 'Gallet', 'job_title': 'Operations Manager', 'department': 'Irrigation Technology', 'sector': 'Agriculture', 'start_date': '2008-01-24', 'end_date': 'Present', 'location': 'Ghardaïa', 'responsibilities': 'iterate visionary interfaces, optimize robust technologies, target 24/365 synergies'}, {'company': 'Gauthier Peron S.A.S.', 'job_title': 'Safety Inspector', 'department': 'HSE (Health, Safety, Environment)', 'sector': 'Energy & Petroleum', 'start_date': '2004-09-15', 'end_date': '2007-12-24', 'location': 'Tébessa', 'responsibilities': 'grow integrated convergence, envisioneer cutting-edge web-readiness'}]",20
معن,Male,1975-04-27,50,Biskra,Cloud Infrastructure,Information Technology,Mid,28,Bac,Contract,Freelance,"Teamwork, Presentation Skills, Conflict Resolution, Project Management, Negotiation, Microsoft Office, Team Leadership, Arabic/French Bilingual, Report Writing, Strategic Planning, Adaptability, Critical Thinking","{'Arabic': 'Intermediate', 'English': 'Basic'}","[{'degree': 'Bac', 'institution': 'University of Annaba', 'field_of_study': 'sérigraphe', 'start_year': 1992, 'end_year': 1993, 'grade': 'Very Good'}]","[{'company': 'Marchand Guillet S.A.', 'job_title': 'Cloud Engineer', 'department': 'Cloud Infrastructure', 'sector': 'Information Technology', 'start_date': '2017-06-15', 'end_date': 'Present', 'location': 'Constantine', 'responsibilities': 'target world-class users, utilize proactive e-commerce, e-enable scalable functionalities'}, {'company': 'Hoareau S.A.R.L.', 'job_title': 'General Director', 'department': 'FinTech Innovation', 'sector': 'Banking & Finance', 'start_date': '2014-12-20', 'end_date': '2016-02-09', 'location': 'Naama', 'responsibilities': 'reinvent rich convergence, e-enable virtual content'}, {'company': 'Pasquier', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2009-01-07', 'end_date': '2013-06-06', 'location': 'Tiaret', 'responsibilities': 'aggregate 24/365 markets, scale turn-key applications'}, {'company': 'Hubert', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2005-06-14', 'end_date': '2008-08-18', 'location': 'Naama', 'responsibilities': 'expedite global channels, unleash value-added metrics'}, {'company': 'Pottier', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2003-04-27', 'end_date': '2004-02-19', 'location': 'Tizi Ouzou', 'responsibilities': 'visualize wireless ROI, integrate turn-key e-markets'}, {'company': 'Renaud Caron SA', 'job_title': 'Administrative Manager', 'department': 'Medical Research', 'sector': 'Healthcare', 'start_date': '1998-09-07', 'end_date': '2002-04-13', 'location': 'Chlef', 'responsibilities': 'streamline bleeding-edge initiatives, deliver sticky users'}]",12
بلند,Male,1998-10-26,26,Tizi Ouzou,General Management,Media & Entertainment,Chief,4,Licence,Freelance,Freelance,"Teamwork, Arabic/French Bilingual, Project Management, Adaptability, Communication, Conflict Resolution, Critical Thinking","{'German': 'Basic', 'Arabic': 'Fluent'}","[{'degree': 'Licence', 'institution': 'University of Djelfa', 'field_of_study': 'chef de projet web/mobile', 'start_year': 2017, 'end_year': 2020, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Baudry S.A.S. High School', 'field_study': 'Literature', 'start_year': 2014, 'end_year': 2017, 'grade': 'Good'}]","[{'company': 'Boulay', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2021-04-10', 'end_date': 'Present', 'location': 'Djanet', 'responsibilities': 'integrate B2C architectures, strategize B2B channels, streamline extensible systems'}]",15
فخري,Female,1997-01-16,28,Tindouf,Clinical Operations,Healthcare,Senior,6,Bac,Internship,Stage,"Strategic Planning, Conflict Resolution, Team Leadership, Communication, Microsoft Office, Report Writing, Project Management, Presentation Skills","{'English': 'Fluent', 'Spanish': 'Intermediate', 'Arabic': 'Basic'}","[{'degree': 'Bac', 'institution': 'University of Bejaia', 'field_of_study': 'syndic de copropriété', 'start_year': 2014, 'end_year': 2015, 'grade': 'Excellent'}]","[{'company': 'Lambert', 'job_title': 'General Director', 'department': 'Clinical Operations', 'sector': 'Healthcare', 'start_date': '2022-11-15', 'end_date': 'Present', 'location': 'Laghouat', 'responsibilities': 'engineer distributed markets, empower customized niches, orchestrate 24/365 architectures'}, {'company': 'Laurent et Fils', 'job_title': 'Operations Manager', 'department': 'Vocational Training', 'sector': 'Education', 'start_date': '2018-06-12', 'end_date': '2021-06-02', 'location': 'Mostaganem', 'responsibilities': 'deliver impactful action-items, repurpose user-centric models'}]",12
داوود,Male,1976-03-12,49,El Oued,Operations,Transport & Logistics,Senior,25,Master,Freelance,Stage,"Conflict Resolution, Team Leadership, Presentation Skills, Microsoft Office, Report Writing, Project Management, Adaptability, Communication, Negotiation, Problem Solving, Time Management, Teamwork","{'German': 'Native', 'Arabic': 'Fluent', 'English': 'Intermediate', 'Spanish': 'Native'}","[{'degree': 'Master', 'institution': 'University of Batna', 'field_of_study': 'fleuriste', 'start_year': 1997, 'end_year': 1999, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Pierre Toussaint S.A.R.L. High School', 'field_study': 'Literature', 'start_year': 1991, 'end_year': 1994, 'grade': 'Very Good'}]","[{'company': 'Bègue et Fils', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2015-12-20', 'end_date': 'Present', 'location': 'Biskra', 'responsibilities': 'empower collaborative info-mediaries, deliver value-added info-mediaries, matrix synergistic platforms'}]",17
نوال,Male,2000-08-20,24,El Tarf,General Management,Construction,Mid,2,Licence,Internship,Freelance,"Team Leadership, Teamwork, Critical Thinking, Arabic/French Bilingual, Conflict Resolution, Strategic Planning","{'Spanish': 'Fluent', 'English': 'Native'}","[{'degree': 'Licence', 'institution': 'National Polytechnic School of Algiers', 'field_of_study': 'technicien de maintenance industrielle', 'start_year': 2019, 'end_year': 2022, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Gilles SARL High School', 'field_study': 'Literature', 'start_year': 2016, 'end_year': 2019, 'grade': 'Average'}]","[{'company': 'Lévy S.A.S.', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2023-09-18', 'end_date': 'Present', 'location': 'Tébessa', 'responsibilities': 'revolutionize turn-key e-commerce, empower seamless e-services, maximize 24/7 experiences'}]",15
شادن,Female,1967-12-15,57,Tindouf,Operations,Retail,Mid,35,Bac,Freelance,Freelance,"Team Leadership, Adaptability, Negotiation, Report Writing, Project Management, Time Management, Communication, Problem Solving, Teamwork, Presentation Skills, Arabic/French Bilingual, Microsoft Office","{'English': 'Fluent', 'Tamazight': 'Fluent', 'Arabic': 'Native'}","[{'degree': 'Bac', 'institution': 'National Polytechnic School of Algiers', 'field_of_study': 'consultant en validation', 'start_year': 1985, 'end_year': 1986, 'grade': 'Excellent'}]","[{'company': 'Gilbert', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Retail', 'start_date': '2021-10-18', 'end_date': 'Present', 'location': 'Tindouf', 'responsibilities': 're-contextualize enterprise metrics, reinvent compelling portals, scale global experiences'}]",12
ظبي,Male,2001-05-31,23,Tindouf,General Management,Aerospace & Defense,Mid,1,Ingénieur d'État,Contract,Freelance,"Time Management, Project Management, Critical Thinking, Microsoft Office, Report Writing","{'German': 'Fluent', 'Spanish': 'Basic'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Tiaret', 'field_of_study': 'géophysicien', 'start_year': 2022, 'end_year': 2025, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Munoz Pons et Fils High School', 'field_study': 'Mathematics', 'start_year': 2017, 'end_year': 2020, 'grade': 'Good'}]","[{'company': 'Delaunay S.A.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2024-04-16', 'end_date': 'Present', 'location': 'Béchar', 'responsibilities': 'enable interactive web-readiness, embrace holistic action-items, syndicate out-of-the-box action-items'}]",19
عربي,Female,1978-05-30,46,M'sila,Pipeline Management,Energy & Petroleum,Junior,24,Bac,Part-Time,CDI,"Arabic/French Bilingual, Time Management, Strategic Planning, Microsoft Office, Team Leadership, Adaptability, Presentation Skills, Project Management, Critical Thinking, Report Writing, Teamwork, Communication","{'French': 'Basic', 'English': 'Basic', 'Arabic': 'Fluent', 'German': 'Fluent'}","[{'degree': 'Bac', 'institution': 'University of Chlef', 'field_of_study': 'bijoutier-joaillier', 'start_year': 1996, 'end_year': 1997, 'grade': 'Good'}]","[{'company': 'Poirier', 'job_title': 'Pipeline Technician', 'department': 'Pipeline Management', 'sector': 'Energy & Petroleum', 'start_date': '2008-05-12', 'end_date': 'Present', 'location': 'Adrar', 'responsibilities': 'leverage proactive initiatives, disintermediate distributed schemas, visualize collaborative relationships'}, {'company': 'Guérin', 'job_title': 'General Director', 'department': 'Vocational Training', 'sector': 'Education', 'start_date': '2003-02-04', 'end_date': '2007-03-04', 'location': 'Tiaret', 'responsibilities': 'redefine holistic systems, architect frictionless architectures'}, {'company': 'Pruvost SARL', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2001-11-05', 'end_date': '2002-01-05', 'location': 'Sétif', 'responsibilities': 'scale front-end bandwidth, reinvent enterprise web-readiness'}, {'company': 'Brun Pierre et Fils', 'job_title': 'Department Director', 'department': 'Pharmaceutical Development', 'sector': 'Healthcare', 'start_date': '1998-09-24', 'end_date': '2000-04-03', 'location': 'Tébessa', 'responsibilities': 'aggregate interactive portals, redefine global bandwidth'}]",12
عبد المولى,Female,1974-03-11,51,Algiers,Operations,Media & Entertainment,Senior,29,Licence,Freelance,Freelance,"Problem Solving, Arabic/French Bilingual, Conflict Resolution, Critical Thinking, Strategic Planning, Project Management, Microsoft Office, Communication, Time Management, Report Writing, Teamwork, Adaptability","{'Tamazight': 'Native', 'French': 'Intermediate', 'English': 'Intermediate', 'Spanish': 'Native'}","[{'degree': 'Licence', 'institution': 'University of Mostaganem', 'field_of_study': ""spécialiste de l'accessibilité numérique"", 'start_year': 1992, 'end_year': 1995, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Le Gall High School', 'field_study': 'Literature', 'start_year': 1989, 'end_year': 1992, 'grade': 'Very Good'}]","[{'company': 'Rolland S.A.S.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2011-12-16', 'end_date': 'Present', 'location': 'Chlef', 'responsibilities': 'embrace e-business e-markets, generate bricks-and-clicks mindshare, exploit user-centric communities'}, {'company': 'Dijoux', 'job_title': 'General Director', 'department': 'Medical Equipment Maintenance', 'sector': 'Healthcare', 'start_date': '2008-06-03', 'end_date': '2010-09-15', 'location': 'Laghouat', 'responsibilities': 'leverage extensible relationships, facilitate mission-critical technologies'}, {'company': 'Robin Weiss SA', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2003-02-02', 'end_date': '2007-05-04', 'location': 'Algiers', 'responsibilities': 'grow clicks-and-mortar content, utilize real-time e-markets'}, {'company': 'Gros Rey SA', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '1999-07-01', 'end_date': '2002-06-13', 'location': 'Timimoun', 'responsibilities': 'revolutionize viral technologies, cultivate visionary mindshare'}, {'company': 'Guillou Delaunay et Fils', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '1997-03-14', 'end_date': '1998-02-21', 'location': 'Tlemcen', 'responsibilities': 'repurpose real-time functionalities, revolutionize bricks-and-clicks eyeballs'}, {'company': 'Monnier Verdier SA', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '1994-11-25', 'end_date': '1996-11-01', 'location': 'Tindouf', 'responsibilities': 'incubate cross-platform partnerships, empower interactive convergence'}]",15
صدقي,Female,1964-05-20,60,Constantine,Drilling Operations,Energy & Petroleum,Mid,38,Licence,Freelance,CDD,"Arabic/French Bilingual, Report Writing, Team Leadership, Critical Thinking, Problem Solving, Teamwork, Project Management, Communication, Strategic Planning, Presentation Skills, Microsoft Office, Conflict Resolution","{'Spanish': 'Fluent', 'French': 'Basic', 'Tamazight': 'Basic'}","[{'degree': 'Licence', 'institution': 'University of Mostaganem', 'field_of_study': 'conseiller en voyages', 'start_year': 1983, 'end_year': 1986, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Hamon S.A. High School', 'field_study': 'Literature', 'start_year': 1980, 'end_year': 1983, 'grade': 'Very Good'}]","[{'company': 'Mercier S.A.S.', 'job_title': 'Drilling Engineer', 'department': 'Drilling Operations', 'sector': 'Energy & Petroleum', 'start_date': '2009-01-07', 'end_date': 'Present', 'location': 'Chlef', 'responsibilities': 'drive frictionless vortals, repurpose granular web services, enhance viral paradigms'}, {'company': 'Durand', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2007-03-02', 'end_date': '2008-11-26', 'location': 'Annaba', 'responsibilities': 'embrace leading-edge niches, generate collaborative web services'}, {'company': 'Ledoux Richard S.A.', 'job_title': 'Administrative Manager', 'department': 'E-Learning Platforms', 'sector': 'Education', 'start_date': '2002-07-27', 'end_date': '2006-09-03', 'location': 'Tiaret', 'responsibilities': 'e-enable 24/7 supply-chains, disintermediate extensible e-tailers'}, {'company': 'Perrot', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '1998-12-04', 'end_date': '2001-06-07', 'location': 'Djanet', 'responsibilities': 'drive out-of-the-box methodologies, re-intermediate transparent e-markets'}, {'company': 'Rivière S.A.S.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '1993-03-15', 'end_date': '1997-06-28', 'location': 'Batna', 'responsibilities': 'integrate plug-and-play technologies, integrate bricks-and-clicks info-mediaries'}, {'company': 'Grondin', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Retail', 'start_date': '1988-07-19', 'end_date': '1992-07-26', 'location': 'Béchar', 'responsibilities': 'embrace out-of-the-box networks, leverage world-class applications'}]",15
