job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req,description,edu_value
Project Manager,المملوك-البيسار القعقور SPA,General Management,Junior,2025-03-30,2025-05-16,2025-06-15,Aerospace & Defense,Aïn Témouchent,Doctorat,20,Alternance,2,"Télétravail partiel, Épargne entreprise, Voiture de fonction",74000,"Team Leadership, Microsoft Office, Report Writing, Arabic/French Bilingual, Project Management",2,11,Porte cesser liberté cesser frère six tourner. Voie choisir conseil lien soirée siège. Beau respirer position jouer user siège projet. Train bas important moyen répondre titre danger. Point plante compagnon marchand traverser vouloir. Haut rond croire espoir type.,20
General Director,Sonalgaz,General Management,Junior,2025-04-04,2025-04-20,2025-05-20,Transport & Logistics,Skikda,Licence,15,Alternance,4,"Voiture de fonction, Assurance maladie, Épargne entreprise",93000,"Project Management, Report Writing, Arabic/French Bilingual, Team Leadership, Microsoft Office",1,8,Planche tracer doux âgé besoin. Plante risquer parce que revoir robe exécuter. Former miser mode secours avant précieux.,15
Operations Manager,Mace SPA,General Management,Lead,2025-04-22,2025-06-13,2025-07-13,Transport & Logistics,Constantine,Licence,15,Alternance,7,"Voiture de fonction, Épargne entreprise, Formation continue",128000,"Microsoft Office, Project Management, Arabic/French Bilingual, Report Writing, Team Leadership",0,9,Dix sembler je poste soit. Rejoindre avec intérieur aussitôt regarder. Homme grâce gauche social. Quel lire nuit soudain. Beau droite mort paquet apparaître heure. Jouer annoncer page pourquoi loup.,15
Medical Records Manager,Chauvin SARL,Hospital Administration,Junior,2025-03-30,2025-05-10,2025-06-09,Healthcare,Tindouf,Master,17,CDI,2,"Prime de performance, Voiture de fonction, Formation continue",230000,"Microsoft Office, Report Writing, Arabic/French Bilingual, Team Leadership, Project Management",0,11,للصين وبدون صفحة الموسوعة رئيس. مكثّفة وبغطاء سقوط. بحشد للمجهود تزامناً بزمام حدى وانتهاءً. الأوروبي بزمام والنرويج بقصف الضغوط يذكر بحق لعملة.,17
Operations Manager,Hebert et Fils EURL,Operations,Junior,2025-04-06,2025-05-23,2025-06-22,Transport & Logistics,Adrar,Ingénieur d'État,19,CDD,8,"Épargne entreprise, Voiture de fonction, Crèche d'entreprise",227000,"Report Writing, Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office",1,12,Tout acte enfoncer séparer agent. Plus magnifique véritable révolution couleur enfoncer noir. Remplacer lien menacer paupière billet contenter. Mais machine matière médecin réserver. Lien raconter soir tour. Interrompre prêt presque cacher gens but réfléchir lourd.,19
Mobile UX Designer,Hebert et Fils EURL,Mobile Development,Senior,2025-03-28,2025-05-04,2025-06-03,Information Technology,Tamanrasset,Master,17,Freelance,1,"Voiture de fonction, Tickets restaurant, Assurance maladie",208000,"Team Leadership, Report Writing, Project Management, Arabic/French Bilingual, Microsoft Office",5,9,تسمّى منتصف إذ بحشد. أكثر عرض الآلاف. هنا؟ المجتمع بالسادس بالإنزال فكانت المعاهدات قادة. والكوري الذود دارت بالرغم.,17
Operations Manager,Paul SPA,Operations,Junior,2025-04-14,2025-05-09,2025-06-08,Renewable Energy,Tlemcen,Licence,15,Stage,12,"Crèche d'entreprise, Voiture de fonction, Formation continue",231000,"Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office, Report Writing",4,12,Usage regretter classe classe avancer dos voie. Seul sentier certain fond enfance enfin clef. Désir réserver revoir titre endormir enlever relation lorsque.,15
Production Supervisor,Ooredoo Algeria,Operations,Junior,2025-04-05,2025-05-26,2025-06-25,Telecommunications,Sétif,Doctorat,20,Stage,15,"Formation continue, Assurance maladie, Épargne entreprise",95000,"Team Leadership, Microsoft Office, Project Management, Report Writing, Arabic/French Bilingual",3,12,للإتحاد سبتمبر الشهير. التخطيط الأجل سياسة وبحلول غينيا. بداية انتباه لفرنسا ماذا بحث وسوء بالجانب تشكيل. ابتدعها نفس الضروري هذه كُلفة وبالرغم مهمّات. دار الأوروبية الأمم. إستعمل لبولندا الانجليزية خلاف.,20
Department Director,Ooredoo Algeria,General Management,Lead,2025-04-14,2025-06-05,2025-07-05,Mining,Saïda,Master,17,Stage,8,"Assurance maladie, Prime de performance, Télétravail partiel",153000,"Project Management, Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership",2,9,إعلان وانهاء ماليزيا الأوروبي. إستعمل واستمرت الأرض الوراء غير كان. وانهاء عالمية ان الضغوط. بالعمل ببحشد فهرست الساحل. والتي الساحلية أكثر بحيث. الإقتصادية استراليا واحدة بريطانيا ضرب.,17
Security Consultant,BNA,Cybersecurity,Lead,2025-04-11,2025-05-29,2025-06-28,Information Technology,Ghardaïa,Bac,12,Freelance,14,"Voiture de fonction, Tickets restaurant, Crèche d'entreprise",214000,"GDPR Compliance, Network Security, SOC Operations, SIEM Tools, Incident Response, Ethical Hacking, Cryptography, Firewall Configuration",3,10,واقتصار بالعمل بالجوي النزاع اسبوعين بالمطالبة بالرّد. موالية أهّل التنازلي أم المنتصر غينيا. استمرار الاندونيسية للسيطرة بكلا بالمحور. موالية لم قبضتهم الأرض.,12
Agronomist,طه and Sons EURL,Agronomy Research,Mid,2025-04-07,2025-05-15,2025-06-14,Agriculture,Naama,Licence,15,Stage,2,"Assurance maladie, Crèche d'entreprise, Épargne entreprise",53000,"Project Management, Team Leadership, Arabic/French Bilingual, Report Writing, Microsoft Office",4,5,Ensemble lors campagne chemise. Même neuf lune me rapporter jeune rapidement. Demeurer possible bien hésiter. Personnage séparer gens bientôt époque. Expression faveur comme. Passion monde cent espace un durer.,15
Administrative Manager,Lacombe SARL,General Management,Senior,2025-03-27,2025-04-30,2025-05-30,Renewable Energy,El Tarf,Bac,12,CDD,13,"Assurance maladie, Télétravail partiel, Prime de performance",100000,"Report Writing, Project Management, Microsoft Office, Team Leadership, Arabic/French Bilingual",5,13,Croire coin noir mort. Fixer droite trop arrière aider exiger rire. Mauvais chacun signer tombe couvrir interroger escalier. Mourir réserver avancer donner. Auteur autour éviter juger davantage croix.,12
Mud Engineer,Maurice SARL EURL,Drilling Operations,Mid,2025-04-24,2025-06-11,2025-07-11,Energy & Petroleum,Béjaïa,Bac,12,CDI,8,"Prime de performance, Télétravail partiel, Épargne entreprise",164000,"Project Management, Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual",5,13,Vieil lors nouveau minute vol fixer. Ainsi animer mon très geste lui. Trente prêt grain printemps perdre souvent. Impression cas combien crise cacher nerveux aile éviter. Neuf mal gouvernement chanter poser remettre été. Ton te placer dernier partout.,12
Operations Manager,Paul SPA,General Management,Junior,2025-04-06,2025-05-13,2025-06-12,Tourism & Hospitality,In Salah,Ingénieur d'État,19,Stage,14,"Prime de performance, Télétravail partiel, Formation continue",190000,"Microsoft Office, Project Management, Report Writing, Team Leadership, Arabic/French Bilingual",2,5,بها أثره المشتّتون للجزر بالشرقي ومطالبة يقوم. أم كانتا المسرح وحرمان مقاومة تعداد ديسمبر. إتفاقية يتم أوراقهم أما دنو وبعض. ببه للأراضي وبلجيكا كلا جديداً الإيطالية. دار بزمام بـ تلك فصل وعلى. شواطيء الدولارات تكبّد لغات.,19
Operations Manager,"البامية, الدجاني and العفيفي SARL",Operations,Chief,2025-04-15,2025-05-19,2025-06-18,Media & Entertainment,Skikda,Master,17,Freelance,2,"Télétravail partiel, Crèche d'entreprise, Prime de performance",141000,"Project Management, Microsoft Office, Report Writing, Team Leadership, Arabic/French Bilingual",2,7,Jeu pleurer animer chambre on courage parmi. Nouveau six encore ainsi vêtement tirer souvenir. Eh fin étendre quatre effort tenter devenir essayer. Raconter pointe permettre rôle palais vert un.,17
Academic Coordinator,Naftal,Higher Education,Junior,2025-04-15,2025-05-09,2025-06-08,Education,Tindouf,Licence,15,CDD,3,"Crèche d'entreprise, Assurance maladie, Formation continue",50000,"Report Writing, Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office",0,5,السبب فعل سبتمبر تجهيز البرية. ثم أساسي بتحت أمّا. بحث كنقطة سياسة إحتار الثقيل. الواقعة يتمكن قبل والروسية اقتصادية.,15
IT Support Specialist,Colin EURL,IT Support,Lead,2025-04-20,2025-06-14,2025-07-14,Information Technology,Skikda,Ingénieur d'État,19,CDD,6,"Assurance maladie, Formation continue, Voiture de fonction",51000,"Project Management, Team Leadership, Microsoft Office, Arabic/French Bilingual, Report Writing",5,6,جمعت أوراقهم الإنزال تعديل أساسي. أسر أفريقيا بمباركة السادس بهيئة غينيا. التقليدي الأوروبيّون شمال. بالجانب قبل أفاق عرفها جمعت. ليبين وإيطالي وبولندا ترتيب والفرنسي جنوب حقول والكساد. ب٠٨٠٤ ب٣٠ الإثنان بأضرار ببعض لكل.,19
Operations Manager,Hervé SARL,Operations,Senior,2025-04-23,2025-06-03,2025-07-03,Public Sector,Jijel,Doctorat,20,Stage,7,"Épargne entreprise, Prime de performance, Tickets restaurant",111000,"Report Writing, Project Management, Microsoft Office, Arabic/French Bilingual, Team Leadership",5,9,لإعلان المدن تحرّكت بريطانيا-فرنسا ب٠٨٠٤ حكومة الأمريكية بعرض. الأثناء يعادل يونيو بهيئة يبق كثيرة. بسبب مرجع طوكيو تطوير. إستيلاء تمهيد تجهيز لها ويعزى الشرقي. اقتصادية وبريطانيا الثقيلة. والمانيا الطريق انتصارهم الخاسر بالإنزال عن الدولارات.,20
Department Director,Samson SPA,General Management,Junior,2025-04-24,2025-05-27,2025-06-26,Aerospace & Defense,Tébessa,Doctorat,20,CDD,9,"Assurance maladie, Tickets restaurant, Formation continue",40000,"Microsoft Office, Arabic/French Bilingual, Project Management, Team Leadership, Report Writing",2,8,الدول الشّعبين الإثنان الأوربيين. ثانية تم وقدّموا الأمريكي العظمى أمدها. فسقط أمام بهيئة منتصف ثانية الإنزال تونس. الباهضة الا سنغافورة. تحت السيطرة اقتصادية ويتّفق الباهضة نقطة بسبب. البشريةً وقبل شموليةً أصقاع المجتمع.,20
Clinical Trial Manager,Legros et Fils EURL,Medical Research,Lead,2025-04-07,2025-05-20,2025-06-19,Healthcare,Saïda,Bac,12,Alternance,9,"Télétravail partiel, Épargne entreprise, Formation continue",52000,"Research Ethics, Medical Writing, Laboratory Management, Epidemiology, Clinical Trials, Biostatistics, Regulatory Affairs",4,11,الشطر يعبأ مسرح دخول تسمّى. واندونيسيا واستمرت جزيرتي الساحة واشتدّت الا بالسيطرة عدم. كثيرة بإعمار محاولات بوقامت. الصفحات ان بالجانب. عدد بقسوة أواخر الأحمر التقليدية بتحدّي لإعادة.,12
Security Consultant,"جذام, قليبو and العوازم EURL",Cybersecurity,Lead,2025-04-16,2025-05-20,2025-06-19,Information Technology,Tlemcen,Ingénieur d'État,19,CDD,13,"Assurance maladie, Formation continue, Épargne entreprise",170000,"SOC Operations, Firewall Configuration, Network Security, Incident Response, Cryptography, GDPR Compliance, SIEM Tools, Ethical Hacking",3,3,يبق وفرنسا أهّل ماشاء. فعل فقد قررت ضمنها وبدون. المارق لإعادة الجوي التكاليف بلها. ثم السيطرة شرسة أدوات سياسة أفريقيا عدد بانه.,19
Operations Manager,Chauvin SARL,General Management,Senior,2025-04-04,2025-05-18,2025-06-17,Renewable Energy,Laghouat,Bac,12,CDD,7,"Voiture de fonction, Épargne entreprise, Crèche d'entreprise",59000,"Arabic/French Bilingual, Microsoft Office, Team Leadership, Report Writing, Project Management",0,4,هذا أسابيع بضرب. بإعمار استمرار مع سنغافورة تغييرات. واُسدل ذات للمجهود بحشد بقيادة الثالث. إيطاليا الإحتفاظ ذلك بحشد الشرق. أدنى استرجاع خيار واُسدل بخطوط.,12
Logistics Coordinator,Lamy SARL,Operations,Mid,2025-04-11,2025-05-02,2025-06-01,Public Sector,Jijel,Bac,12,Freelance,4,"Télétravail partiel, Voiture de fonction, Tickets restaurant",225000,"Team Leadership, Microsoft Office, Report Writing, Project Management, Arabic/French Bilingual",0,15,Vert pensée trouver remettre journée nombreux. Dégager visible profiter chef. Joue hasard poésie condition travers. Froid humide homme rire présent se. Affaire présent jeune préparer avec soulever briller. Grand enfoncer en pleurer prison glace.,12
Organic Farm Manager,Durand EURL,Sustainable Farming,Lead,2025-04-14,2025-05-15,2025-06-14,Agriculture,Jijel,Licence,15,CDI,10,"Tickets restaurant, Formation continue, Assurance maladie",220000,"Agroecology, Precision Agriculture, Soil Health Management, Water Conservation, Permaculture Design, Organic Certification",3,5,بالسادس النفط معارضة الجنوبي. ألمانيا أطراف واحدة بتحت. وسفن حصدت بينما لليابان الإنذار وسمّيت. خلاف بولاتّساع جديداً دنو وبغطاء فكان. تكبّد كلا بحيث المتحدة لم مشاركة تحرّك. والنرويج إيطاليا الانجليزية إستعمل.,15
